,STAID,STANAME,CLASS,STATE,COMID,distance,DRAIN_SQKM,flowline_drainage_area,area_difference_pct,match_quality,quality_rank
1524,05512500,"BAY CREEK AT PITTSFIELD, IL",Non-ref,IL,74040498,0.0005079633333195943,102.3111,122.3096426696867,19.5467966522564,good,1
1615,05532000,"ADDISON CREEK AT BELLWOOD, IL",Non-ref,IL,72059024,6.092333332219369e-05,47.12884,56.349179499342966,19.564112970620474,good,1
1192,06600100,"Floyd River at Alton, IA",Non-ref,IA,74023268,0.00019308493469206086,702.4041,839.9931514950376,19.58830415355458,good,1
1593,05425500,"ROCK RIVER AT WATERTOWN, WI",Non-ref,WI,74017250,7.216967509791227e-05,2098.532,2509.9711172178313,19.6060444738432,good,1
391,12148500,"TOLT RIVER NEAR CARNATION, WA",Non-ref,WA,78016096,0.00017655333329003042,210.1986,251.53304142229197,19.664470373395435,good,1
3060,01118000,"WOOD RIVER AT HOPE VALLEY, RI",Non-ref,RI,73003658,0.0002105666666665229,193.2111,231.22605512565303,19.67534739238742,good,1
1961,03294000,"SILVER CREEK NEAR SELLERSBURG, IND",Non-ref,IN,74045753,0.0002107033333587083,489.3039,586.1826360915805,19.79929775576703,good,1
2843,01472157,"French Creek near Phoenixville, PA",Non-ref,PA,73005727,0.00038022781540530834,152.29,182.5695112415175,19.88279679658382,good,1
2449,02120780,"SECOND CREEK NEAR BARBER, NC",Non-ref,NC,73009730,0.00019641776466854967,304.9038,365.57871662371736,19.8996918450073,good,1
878,06289820,"EAST PASS CREEK NEAR DAYTON, WY",Non-ref,WY,74013784,0.0011391278112942084,58.8159,70.52059869080045,19.90056887814427,good,1
725,09497980,"CHERRY CREEK NEAR GLOBE, AZ.",Ref,AZ,77028484,4.744450799159021e-05,516.798,619.7586345894438,19.922800511891257,good,1
1476,04040500,"STURGEON RIVER NEAR SIDNAW, MI",Ref,MI,72041505,6.0776666686024334e-05,419.8266,503.47805505526566,19.925239385800158,good,1
874,08353000,"RIO PUERCO NEAR BERNARDO, NM",Non-ref,NM,75001846,6.45433333303913e-05,15724.93,18859.61652034486,19.934502222552734,good,1
373,12115000,"CEDAR RIVER NEAR CEDAR FALLS, WA",Ref,WA,78016700,0.0005938094187042718,102.7983,123.29814400942257,19.941812276489568,good,1
1412,05454000,"Rapid Creek near Iowa City, IA",Ref,IA,74026074,1.6519999952890885e-05,65.3814,78.42910105869505,19.95628888138684,good,1
3104,04290500,"WINOOSKI RIVER NEAR ESSEX JUNCTION, VT",Non-ref,VT,72051593,0.006034163081148125,2625.0,2601.575696411515,0.8923544224184817,fair,2
1580,04063500,"MENOMINEE RIVER AT TWIN FALLS NEAR IRON MT, MI",Non-ref,WI,72046118,0.00505313730319507,4705.535,4761.627595060348,1.1920556336388481,fair,2
1459,07263300,"Maumelle River at Maumelle Dam at Natural Steps,AR",Non-ref,AR,74063286,0.008629264034579927,355.1589,360.7002660609516,1.5602498095786388,fair,2
